Unnamed: 0,player_api_id,player_name,birthday,team_long_name,team_short_name,id,player_fifa_api_id,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,height,weight,team_api_id,preferred_foot,attacking_work_rate,defensive_work_rate,chanceCreationShooting,chanceCreationShootingClass,favored,avg_defence_stats,defence_player,Mode
10455,112205,Cala,1989-11-26 00:00:00,Granada CF,GRA,24830.5,186519.0,71.03846153846153,74.96153846153847,53.57692307692308,44.96153846153846,73.65384615384616,65.92307692307692,46.11538461538461,49.19230769230769,77.38461538461539,36.34615384615385,62.84615384615385,63.23076923076923,66.15384615384616,68.03846153846153,64.88461538461539,68.84615384615384,71.0,65.76923076923077,79.46153846153847,74.42307692307692,68.84615384615384,59.46153846153846,75.5,73.11538461538461,39.76923076923077,51.65384615384615,47.84615384615385,68.5,71.57692307692308,71.26923076923077,13.923076923076923,9.807692307692308,18.73076923076923,15.461538461538462,11.423076923076923,187.96,159.0,7878.0,right,high,medium,55,Normal,58,70.44871794871796,Yes,Yes
11471,150080,Miguel Lopes,1986-12-19 00:00:00,Granada CF,GRA,125341.5,188840.0,72.54166666666667,76.45833333333333,73.04166666666667,32.666666666666664,61.0,71.45833333333333,54.666666666666664,72.33333333333333,64.16666666666667,52.166666666666664,65.45833333333333,72.41666666666667,78.875,77.75,73.25,72.875,66.91666666666667,57.958333333333336,71.45833333333333,77.75,72.08333333333333,33.666666666666664,74.29166666666667,72.20833333333333,70.0,61.0,50.666666666666664,66.29166666666667,70.54166666666667,74.83333333333333,12.25,12.916666666666666,14.25,13.75,13.75,182.88,183.0,7878.0,right,high,medium,55,Normal,58,70.55555555555556,Yes,Yes
13179,183158,Hector Yuste,1988-01-12 00:00:00,Granada CF,GRA,69378.0,192499.0,64.92592592592592,69.18518518518519,49.629629629629626,43.74074074074074,61.44444444444444,72.88888888888889,44.407407407407405,50.92592592592592,45.03703703703704,53.629629629629626,66.03703703703704,60.407407407407405,40.25925925925926,40.92592592592592,42.77777777777778,61.81481481481482,37.666666666666664,59.74074074074074,59.03703703703704,67.22222222222223,76.74074074074075,48.96296296296296,64.18518518518519,63.851851851851855,55.592592592592595,62.22222222222222,44.25925925925926,56.333333333333336,65.88888888888889,59.0,6.666666666666667,14.333333333333334,15.555555555555555,11.666666666666666,11.666666666666666,190.5,181.0,7878.0,right,medium,medium,55,Normal,58,60.40740740740741,Yes,Yes
14454,213809,Allan Nyom,1988-05-10 00:00:00,Granada CF,GRA,9067.0,192667.0,72.42857142857143,75.71428571428571,70.23809523809524,25.47619047619047,60.523809523809526,58.95238095238095,42.476190476190474,65.28571428571429,66.85714285714286,28.47619047619047,59.523809523809526,67.52380952380952,70.52380952380952,82.80952380952381,50.857142857142854,69.95238095238095,52.76190476190476,74.04761904761905,58.0,84.04761904761905,85.80952380952381,55.04761904761905,77.28571428571429,71.23809523809524,48.04761904761905,53.04761904761905,35.476190476190474,67.95238095238095,78.52380952380952,74.0952380952381,11.095238095238097,7.095238095238095,8.095238095238095,8.095238095238095,13.095238095238097,187.96,179.0,7878.0,right,high,medium,55,Normal,58,73.52380952380953,Yes,Yes
14457,213812,Inigo Lopez,1982-07-23 00:00:00,Granada CF,GRA,72921.0,171017.0,70.05263157894737,71.63157894736842,36.10526315789474,26.105263157894736,81.47368421052632,54.8421052631579,29.105263157894736,41.89473684210526,53.10526315789474,23.105263157894736,50.94736842105263,54.21052631578947,51.473684210526315,55.68421052631579,55.89473684210526,74.0,46.68421052631579,31.105263157894736,81.0,66.73684210526316,76.84210526315789,21.05263157894737,78.36842105263158,64.84210526315789,40.10526315789474,43.36842105263158,38.10526315789474,69.21052631578948,66.78947368421052,67.47368421052632,10.105263157894736,9.105263157894736,15.105263157894736,5.105263157894737,10.105263157894736,185.42,163.0,7878.0,right,high,medium,55,Normal,58,67.82456140350877,Yes,Yes
14462,213823,Borja Gomez,1988-05-14 00:00:00,Granada CF,GRA,22305.0,198790.0,69.04761904761905,72.28571428571429,34.285714285714285,32.857142857142854,63.80952380952381,55.523809523809526,42.61904761904762,43.142857142857146,49.285714285714285,55.285714285714285,61.285714285714285,53.19047619047619,52.857142857142854,61.61904761904762,44.23809523809524,57.80952380952381,58.0,83.28571428571429,76.14285714285714,59.95238095238095,79.42857142857143,49.04761904761905,83.57142857142857,65.9047619047619,39.285714285714285,50.95238095238095,48.285714285714285,66.23809523809524,71.42857142857143,73.47619047619048,14.285714285714286,13.285714285714286,8.285714285714286,7.285714285714286,14.285714285714286,182.88,179.0,7878.0,left,medium,medium,55,Normal,58,70.3809523809524,Yes,Yes
14468,213912,Manuel Lucena,1982-11-17 00:00:00,Granada CF,GRA,109027.0,170346.0,64.53846153846153,66.53846153846153,41.0,35.0,63.0,69.84615384615384,50.0,54.84615384615385,55.0,52.0,64.61538461538461,58.38461538461539,51.61538461538461,55.69230769230769,56.76923076923077,61.61538461538461,57.84615384615385,44.0,68.0,44.76923076923077,72.76923076923077,39.0,69.07692307692308,65.61538461538461,31.0,58.69230769230769,49.69230769230769,61.23076923076923,69.53846153846153,60.76923076923077,10.0,10.0,6.0,15.0,12.0,185.42,185.0,7878.0,right,medium,medium,55,Normal,58,63.84615384615385,Yes,Yes
14646,239350,Cristiano Biraghi,1992-09-01 00:00:00,Granada CF,GRA,33235.5,201389.0,66.1,77.8,63.03333333333333,39.766666666666666,56.233333333333334,60.3,51.03333333333333,59.13333333333333,52.36666666666667,46.03333333333333,53.36666666666667,61.2,77.03333333333333,81.2,72.9,66.1,65.9,73.36666666666666,70.66666666666667,84.03333333333333,67.43333333333334,66.16666666666667,64.1,64.76666666666667,50.63333333333333,47.766666666666666,43.1,60.7,67.1,66.73333333333333,11.766666666666667,5.766666666666667,13.766666666666667,9.766666666666667,6.766666666666667,182.88,172.0,7878.0,left,medium,medium,55,Normal,58,64.84444444444445,Yes,Yes
15023,261609,Dimitri Foulquier,1993-03-23 00:00:00,Granada CF,GRA,44714.0,203177.0,66.0,75.6,64.93333333333334,45.86666666666667,52.86666666666667,64.53333333333333,43.86666666666667,65.06666666666666,56.333333333333336,38.86666666666667,63.13333333333333,65.8,73.2,76.53333333333333,67.26666666666667,58.46666666666667,64.66666666666667,57.2,68.86666666666666,70.26666666666667,71.66666666666667,50.86666666666667,64.8,64.4,58.4,48.6,53.86666666666667,65.2,69.8,70.86666666666666,10.2,6.2,5.2,9.2,13.2,182.88,172.0,7878.0,right,medium,medium,55,Normal,58,68.62222222222222,Yes,Yes
15379,280977,Tiago Ilori,1993-02-26 00:00:00,Granada CF,GRA,171293.5,205185.0,70.5909090909091,78.63636363636364,34.09090909090909,38.09090909090909,67.68181818181819,54.0,27.09090909090909,51.09090909090909,30.09090909090909,32.09090909090909,51.36363636363637,67.0909090909091,72.04545454545455,76.13636363636364,60.5,71.5909090909091,53.0,42.09090909090909,68.0909090909091,69.27272727272727,76.0,33.09090909090909,61.18181818181818,74.45454545454545,31.09090909090909,42.09090909090909,40.09090909090909,73.18181818181819,74.54545454545455,71.9090909090909,6.090909090909091,9.090909090909092,6.090909090909091,10.090909090909092,14.090909090909092,190.5,176.0,7878.0,right,medium,medium,55,Normal,58,73.21212121212122,Yes,Yes
15603,293074,Luis Martins,1992-06-10 00:00:00,Granada CF,GRA,105754.5,205669.0,67.5,75.78571428571429,72.60714285714286,54.07142857142857,51.142857142857146,66.17857142857143,44.285714285714285,67.85714285714286,69.82142857142857,74.25,64.53571428571429,70.21428571428571,73.85714285714286,73.57142857142857,67.0,64.53571428571429,76.0,81.67857142857143,64.0,71.53571428571429,54.607142857142854,78.32142857142857,67.92857142857143,66.28571428571429,61.857142857142854,55.57142857142857,45.25,64.82142857142857,69.96428571428571,67.57142857142857,7.25,12.25,11.25,8.25,7.25,177.8,148.0,7878.0,left,high,medium,55,Normal,58,67.45238095238095,Yes,Yes
15705,301456,Jeison Murillo,1992-05-27 00:00:00,Granada CF,GRA,79992.0,201377.0,73.47368421052632,79.3157894736842,40.8421052631579,22.68421052631579,82.10526315789474,56.421052631578945,42.8421052631579,46.421052631578945,36.8421052631579,24.842105263157897,57.21052631578947,61.10526315789474,64.05263157894737,71.36842105263158,71.57894736842105,67.05263157894737,63.8421052631579,66.84210526315789,84.36842105263158,72.63157894736842,77.47368421052632,15.421052631578949,71.3157894736842,71.3157894736842,43.8421052631579,46.8421052631579,44.8421052631579,71.10526315789474,73.94736842105263,80.42105263157895,13.36842105263158,12.36842105263158,7.368421052631579,10.36842105263158,13.36842105263158,182.88,172.0,7878.0,right,medium,medium,55,Normal,58,75.1578947368421,Yes,Yes
15946,317775,Emanuel Insua,1991-04-10 00:00:00,Granada CF,GRA,49234.5,215144.0,71.45,75.85,66.05,54.2,66.7,65.8,29.2,68.3,32.2,41.2,61.4,69.65,80.15,82.25,65.0,70.1,67.2,72.75,61.0,81.7,71.2,64.2,78.55,69.9,58.8,49.85,40.2,68.75,71.3,71.3,7.2,10.2,6.2,13.2,7.2,180.34,181.0,7878.0,left,medium,medium,55,Normal,58,70.45,Yes,Yes
15973,320686,Matheus Doria,1994-11-08 00:00:00,Granada CF,GRA,117838.5,209329.0,73.04545454545455,81.22727272727273,38.18181818181818,21.0,78.04545454545455,67.4090909090909,19.545454545454547,38.36363636363637,21.0,29.0,61.18181818181818,62.36363636363637,38.36363636363637,38.59090909090909,38.09090909090909,65.31818181818181,47.27272727272727,56.77272727272727,62.36363636363637,68.77272727272727,78.63636363636364,30.59090909090909,77.22727272727273,76.18181818181819,41.36363636363637,33.0,41.0,75.0,75.86363636363636,70.63636363636364,12.0,11.0,10.0,11.0,13.0,187.96,181.0,7878.0,left,medium,high,55,Normal,58,73.83333333333333,Yes,Yes
16053,352887,Abdoulaye Doucoure,1993-01-01 00:00:00,Granada CF,GRA,723.5,208135.0,64.61111111111111,74.83333333333333,51.05555555555556,50.666666666666664,58.388888888888886,68.22222222222223,34.666666666666664,62.27777777777778,30.166666666666668,32.0,62.44444444444444,66.44444444444444,65.55555555555556,63.77777777777778,60.77777777777778,60.611111111111114,63.55555555555556,64.16666666666667,71.0,67.77777777777777,69.38888888888889,53.44444444444444,67.44444444444444,64.16666666666667,49.5,63.111111111111114,44.166666666666664,56.22222222222222,66.5,60.388888888888886,14.166666666666666,11.166666666666666,11.166666666666666,14.166666666666666,13.166666666666666,182.88,165.0,7878.0,right,medium,medium,55,Normal,58,61.03703703703704,Yes,Yes
16291,369859,Eddy Israfilov,1992-08-02 00:00:00,Granada CF,GRA,47229.5,206035.0,63.75,74.5,43.1875,46.625,51.0,66.875,45.5625,66.4375,53.3125,49.1875,55.625,72.8125,66.25,70.0,74.0,64.0625,59.375,71.25,71.3125,75.4375,74.8125,56.4375,68.375,63.6875,50.5625,62.1875,46.3125,50.625,62.8125,65.625,13.1875,9.1875,13.1875,8.1875,5.1875,190.5,176.0,7878.0,right,medium,medium,55,Normal,58,59.6875,Yes,Yes
16899,477604,Salva Ruiz,1995-05-17 00:00:00,Granada CF,GRA,156287.5,210747.0,62.3,72.0,70.3,23.8,44.8,60.0,23.8,51.6,62.3,42.8,56.8,60.1,70.2,69.5,64.6,57.0,62.6,31.6,66.4,70.1,59.6,21.8,59.2,65.8,53.4,43.8,34.8,62.3,65.4,58.4,14.2,12.2,15.2,5.2,13.2,177.8,161.0,7878.0,left,medium,medium,55,Normal,58,62.033333333333324,Yes,Yes
23,2977,David Rivas Rodriguez,1978-12-02 00:00:00,Real Betis Balompié,BET,40328.5,134594.0,70.5,68.375,40.25,43.75,78.125,41.25,20.0,40.25,30.0,38.375,56.5,49.5,41.625,45.75,45.0,59.125,44.0,58.25,58.0,60.5,84.75,50.25,76.75,63.25,50.75,48.0,38.25,72.125,73.25,54.75,7.0,13.25,24.25,8.75,9.625,190.5,187.0,8603.0,right,medium,medium,55,Normal,68,66.70833333333333,Yes,Yes
294,12454,Branko Ilic,1983-02-06 00:00:00,Real Betis Balompié,BET,23074.0,162830.0,67.41176470588235,71.52941176470588,63.0,44.0,72.0,63.0,49.1764705882353,44.0,64.11764705882354,63.94117647058823,66.0,67.0,60.94117647058823,65.23529411764706,55.0,62.23529411764706,64.58823529411765,63.411764705882355,75.94117647058823,60.88235294117647,71.29411764705883,61.0,63.411764705882355,66.0,45.94117647058823,64.29411764705883,57.23529411764706,73.94117647058823,69.41176470588235,68.47058823529412,9.823529411764708,15.352941176470589,23.647058823529413,15.764705882352942,10.411764705882351,187.96,176.0,8603.0,right,medium,medium,55,Normal,68,70.6078431372549,Yes,Yes
2148,26345,Damien Perquis,1984-04-10 00:00:00,Real Betis Balompié,BET,34312.5,135218.0,72.90625,75.90625,43.09375,40.84375,81.15625,62.46875,43.25,45.09375,49.09375,42.65625,67.21875,59.71875,57.625,58.3125,59.625,71.40625,59.0,55.09375,79.125,71.5,82.1875,33.09375,75.75,70.84375,53.84375,50.5625,38.875,73.65625,73.4375,64.4375,5.75,13.03125,25.4375,11.5,16.1875,185.42,165.0,8603.0,right,medium,high,55,Normal,68,70.51041666666667,Yes,Yes
2670,27461,Heiko Westermann,1983-08-14 00:00:00,Real Betis Balompié,BET,69466.0,52270.0,77.19354838709677,78.54838709677419,63.096774193548384,49.58064516129032,82.45161290322581,67.12903225806451,58.645161290322584,54.70967741935484,47.064516129032256,38.96774193548387,67.06451612903226,65.35483870967742,68.0,70.25806451612904,52.70967741935484,75.70967741935483,59.064516129032256,72.3225806451613,68.90322580645162,73.93548387096774,82.48387096774194,62.064516129032256,76.54838709677419,78.03225806451613,58.32258064516129,66.90322580645162,53.61290322580645,77.38709677419355,80.0,76.90322580645162,6.903225806451613,8.870967741935484,17.93548387096774,11.419354838709678,10.483870967741936,190.5,192.0,8603.0,right,medium,high,55,Normal,68,78.09677419354838,Yes,Yes
3222,30698,Marko Babic,1981-01-28 00:00:00,Real Betis Balompié,BET,115022.5,2518.0,70.83333333333333,85.33333333333333,83.5,41.0,60.666666666666664,70.16666666666667,62.0,75.33333333333333,80.0,67.16666666666667,67.66666666666667,75.5,74.66666666666667,75.66666666666667,61.0,64.66666666666667,58.0,70.66666666666667,54.0,65.33333333333333,70.66666666666667,67.66666666666667,71.83333333333333,57.0,61.0,54.0,73.0,65.66666666666667,67.66666666666667,67.0,9.166666666666666,16.166666666666668,58.0,18.5,17.5,185.42,159.0,8603.0,left,,,55,Normal,68,66.77777777777779,Yes,Yes
3293,30750,Juanito,1976-07-23 00:00:00,Real Betis Balompié,BET,90952.0,134597.0,75.88888888888889,79.88888888888889,49.0,51.111111111111114,82.0,65.44444444444444,24.77777777777778,51.0,46.77777777777778,33.666666666666664,62.0,58.0,58.666666666666664,65.88888888888889,54.666666666666664,61.77777777777778,67.0,62.55555555555556,70.22222222222223,66.33333333333333,81.44444444444444,56.0,75.55555555555556,67.66666666666667,66.11111111111111,64.22222222222223,54.55555555555556,79.11111111111111,78.66666666666667,69.77777777777777,9.77777777777778,16.88888888888889,39.111111111111114,17.0,13.88888888888889,182.88,170.0,8603.0,right,medium,medium,55,Normal,68,75.85185185185185,Yes,Yes
3657,31303,Nelson,1983-06-10 00:00:00,Real Betis Balompié,BET,130990.5,3078.0,71.18181818181819,74.22727272727273,74.18181818181819,46.18181818181818,53.0,66.5,51.45454545454545,70.45454545454545,65.36363636363636,59.31818181818182,65.04545454545455,72.77272727272727,84.86363636363636,87.45454545454545,83.54545454545455,67.5,75.4090909090909,64.18181818181819,79.9090909090909,82.9090909090909,67.31818181818181,58.77272727272727,67.0,70.5,59.90909090909091,53.18181818181818,48.59090909090909,65.0909090909091,68.5909090909091,74.95454545454545,8.727272727272727,11.318181818181818,22.045454545454547,8.0,8.954545454545455,170.18,150.0,8603.0,right,high,medium,55,Normal,68,69.54545454545455,Yes,Yes
4081,33027,Ustaritz,1983-02-16 00:00:00,Real Betis Balompié,BET,175514.5,146936.0,68.61111111111111,69.38888888888889,45.5,34.0,70.72222222222223,55.166666666666664,31.0,41.611111111111114,43.0,49.55555555555556,55.44444444444444,52.888888888888886,60.44444444444444,59.888888888888886,53.27777777777778,59.111111111111114,62.111111111111114,47.5,73.5,56.0,74.94444444444444,30.0,71.72222222222223,63.22222222222222,44.44444444444444,58.05555555555556,48.611111111111114,69.88888888888889,70.77777777777777,74.88888888888889,6.0,16.77777777777778,25.944444444444443,11.0,11.666666666666666,180.34,165.0,8603.0,right,low,medium,55,Normal,68,71.85185185185185,Yes,Yes
4129,33128,Didier Digard,1986-07-12 00:00:00,Real Betis Balompié,BET,43408.5,165434.0,72.73684210526316,76.84210526315789,47.526315789473685,55.26315789473684,74.52631578947368,74.73684210526316,33.10526315789474,65.73684210526316,55.10526315789474,55.68421052631579,70.42105263157895,71.63157894736842,68.10526315789474,65.47368421052632,70.6842105263158,70.26315789473684,71.47368421052632,67.36842105263158,72.0,79.84210526315789,77.47368421052632,65.84210526315789,77.89473684210526,67.63157894736842,49.36842105263158,73.94736842105263,70.73684210526316,70.52631578947368,73.3157894736842,71.84210526315789,7.842105263157895,16.05263157894737,23.842105263157897,14.157894736842104,11.894736842105264,182.88,168.0,8603.0,right,medium,medium,55,Normal,68,71.89473684210526,Yes,Yes
4250,33655,Arturo Arzu,1981-03-17 00:00:00,Real Betis Balompié,BET,17402.0,113488.0,68.11111111111111,71.88888888888889,50.888888888888886,41.888888888888886,71.55555555555556,67.88888888888889,32.0,53.77777777777778,73.0,59.888888888888886,63.22222222222222,62.333333333333336,59.111111111111114,63.666666666666664,55.0,58.666666666666664,66.88888888888889,70.55555555555556,62.333333333333336,73.55555555555556,80.33333333333333,59.888888888888886,77.88888888888889,73.55555555555556,62.888888888888886,74.0,69.88888888888889,66.55555555555556,63.55555555555556,67.33333333333333,8.666666666666666,16.0,45.888888888888886,18.555555555555557,18.444444444444443,182.88,172.0,8603.0,right,medium,medium,55,Normal,68,65.81481481481482,Yes,Yes
4289,33733,Angel Lopez,1981-03-10 00:00:00,Real Betis Balompié,BET,13819.0,134963.0,72.19047619047619,72.9047619047619,76.0952380952381,38.285714285714285,57.523809523809526,70.9047619047619,53.80952380952381,63.38095238095238,73.9047619047619,62.80952380952381,69.47619047619048,73.33333333333333,72.42857142857143,73.47619047619048,73.47619047619048,67.80952380952381,69.23809523809524,75.14285714285714,70.80952380952381,72.33333333333333,71.23809523809524,69.42857142857143,69.95238095238095,73.19047619047619,63.0,62.80952380952381,61.095238095238095,72.19047619047619,72.80952380952381,74.66666666666667,7.0476190476190474,15.571428571428571,23.047619047619047,9.952380952380953,10.714285714285714,180.34,157.0,8603.0,right,medium,medium,55,Normal,68,73.22222222222223,Yes,Yes
5254,37422,Abella Perez Damia,1982-04-15 00:00:00,Real Betis Balompié,BET,1063.0,159580.0,71.12,72.4,78.92,47.72,54.04,58.72,51.36,66.64,58.16,60.36,66.12,68.4,76.12,77.24,68.2,73.96,48.52,66.48,69.64,84.76,76.24,58.92,75.44,74.32,56.64,59.2,50.44,64.24,70.4,72.68,10.96,10.24,27.28,17.12,16.76,187.96,174.0,8603.0,right,high,medium,55,Normal,68,69.10666666666667,Yes,Yes
5257,37426,Fernando Vega,1984-07-03 00:00:00,Real Betis Balompié,BET,55950.5,155861.0,64.375,66.375,63.5,23.75,57.5,59.75,38.125,50.6875,57.1875,42.25,58.4375,64.5,68.3125,71.5,70.625,60.0,59.3125,41.75,65.3125,73.4375,64.1875,34.3125,61.625,59.75,46.75,53.375,42.375,61.375,66.625,70.9375,12.625,16.375,18.9375,15.625,10.375,177.8,157.0,8603.0,left,medium,medium,55,Normal,68,66.3125,Yes,Yes
